<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.01	00:00:00	1.13218	1.13291	1.13202	1.13216	2027	0	9
2025.05.01	01:00:00	1.13216	1.13220	1.13026	1.13078	2048	0	9
2025.05.01	02:00:00	1.13079	1.13157	1.13054	1.13148	1638	0	9
2025.05.01	03:00:00	1.13149	1.13181	1.12990	1.13117	2613	0	9
2025.05.01	04:00:00	1.13117	1.13139	1.13023	1.13025	1801	0	9
2025.05.01	05:00:00	1.13025	1.13063	1.12873	1.12994	2836	0	9
2025.05.01	06:00:00	1.12992	1.13121	1.12979	1.13022	3618	0	9
2025.05.01	07:00:00	1.13021	1.13101	1.12871	1.13097	4060	0	9
2025.05.01	08:00:00	1.13095	1.13307	1.13094	1.13195	3258	0	9
2025.05.01	09:00:00	1.13194	1.13246	1.13132	1.13139	2580	0	9
2025.05.01	10:00:00	1.13136	1.13338	1.13114	1.13318	2889	0	9
2025.05.01	11:00:00	1.13320	1.13407	1.13160	1.13199	3212	0	9
2025.05.01	12:00:00	1.13199	1.13384	1.13079	1.13151	5561	0	9
2025.05.01	13:00:00	1.13148	1.13272	1.13105	1.13206	5222	0	9
2025.05.01	14:00:00	1.13193	1.13193	1.12695	1.12811	7697	0	9
2025.05.01	15:00:00	1.12811	1.12897	1.12655	1.12786	4971	0	9
2025.05.01	16:00:00	1.12784	1.12917	1.12725	1.12901	3337	0	9
2025.05.01	17:00:00	1.12904	1.12911	1.12793	1.12824	2005	0	9
2025.05.01	18:00:00	1.12822	1.12932	1.12747	1.12853	2681	0	9
2025.05.01	19:00:00	1.12855	1.12919	1.12808	1.12881	2380	0	9
2025.05.01	20:00:00	1.12879	1.12937	1.12842	1.12884	1472	0	9
2025.05.01	21:00:00	1.12887	1.12894	1.12845	1.12872	425	0	14
2025.05.01	22:00:00	1.12871	1.12987	1.12871	1.12947	911	0	9
2025.05.01	23:00:00	1.12946	1.12974	1.12907	1.12953	1106	0	9
2025.05.02	00:00:00	1.12953	1.12990	1.12738	1.12819	2632	0	9
2025.05.02	01:00:00	1.12818	1.12951	1.12783	1.12950	2337	0	9
2025.05.02	02:00:00	1.12951	1.13030	1.12926	1.12938	1789	0	9
2025.05.02	03:00:00	1.12938	1.13151	1.12936	1.13123	2116	0	9
2025.05.02	04:00:00	1.13123	1.13136	1.13009	1.13038	2556	0	9
2025.05.02	05:00:00	1.13040	1.13135	1.13021	1.13073	2224	0	9
2025.05.02	06:00:00	1.13072	1.13286	1.13053	1.13254	4206	0	9
2025.05.02	07:00:00	1.13255	1.13373	1.13170	1.13278	4222	0	9
2025.05.02	08:00:00	1.13278	1.13345	1.13158	1.13318	3845	0	9
2025.05.02	09:00:00	1.13320	1.13546	1.13249	1.13495	4402	0	9
2025.05.02	10:00:00	1.13498	1.13515	1.13273	1.13306	3138	0	9
2025.05.02	11:00:00	1.13306	1.13501	1.13237	1.13459	4020	0	9
2025.05.02	12:00:00	1.13461	1.13469	1.13042	1.13186	9536	0	9
2025.05.02	13:00:00	1.13186	1.13795	1.13143	1.13722	9489	0	9
2025.05.02	14:00:00	1.13724	1.13804	1.13573	1.13679	7507	0	9
2025.05.02	15:00:00	1.13678	1.13679	1.13203	1.13287	5917	0	9
2025.05.02	16:00:00	1.13287	1.13384	1.13169	1.13197	6348	0	9
2025.05.02	17:00:00	1.13196	1.13199	1.12980	1.13038	4293	0	9
2025.05.02	18:00:00	1.13038	1.13083	1.12922	1.12993	2994	0	9
2025.05.02	19:00:00	1.12992	1.13085	1.12992	1.13042	2107	0	9
2025.05.02	20:00:00	1.13040	1.13051	1.12933	1.12998	1470	0	9
2025.05.04	21:00:00	1.12987	1.13025	1.12926	1.12997	548	0	40
2025.05.04	22:00:00	1.13001	1.13145	1.12971	1.13054	1806	0	9
2025.05.04	23:00:00	1.13057	1.13273	1.13018	1.13209	1730	0	9
2025.05.05	00:00:00	1.13210	1.13236	1.13140	1.13220	2206	0	9
2025.05.05	01:00:00	1.13222	1.13395	1.13222	1.13344	3220	0	9
2025.05.05	02:00:00	1.13346	1.13464	1.13311	1.13416	2389	0	9
2025.05.05	03:00:00	1.13417	1.13421	1.13281	1.13317	1809	0	9
