<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.11	07:00:00	1.14099	1.14235	1.14050	1.14191	3025	0	9
2025.06.11	08:00:00	1.14191	1.14381	1.14179	1.14306	2673	0	9
2025.06.11	09:00:00	1.14304	1.14456	1.14297	1.14346	2873	0	9
2025.06.11	10:00:00	1.14348	1.14421	1.14327	1.14377	2261	0	9
2025.06.11	11:00:00	1.14377	1.14402	1.14263	1.14323	2618	0	9
2025.06.11	12:00:00	1.14322	1.14889	1.14279	1.14604	7372	0	8
2025.06.11	13:00:00	1.14603	1.14732	1.14525	1.14698	5599	0	9
2025.06.11	14:00:00	1.14695	1.14863	1.14668	1.14813	4681	0	9
2025.06.11	15:00:00	1.14811	1.14900	1.14742	1.14889	3640	0	9
2025.06.11	16:00:00	1.14887	1.14959	1.14818	1.14892	2644	0	9
2025.06.11	17:00:00	1.14892	1.14987	1.14880	1.14971	1891	0	9
2025.06.11	18:00:00	1.14970	1.14994	1.14833	1.14857	2837	0	9
2025.06.11	19:00:00	1.14858	1.14864	1.14789	1.14825	1938	0	9
2025.06.11	20:00:00	1.14826	1.14887	1.14799	1.14862	1349	0	9
2025.06.11	21:00:00	1.14859	1.14874	1.14802	1.14872	490	0	13
2025.06.11	22:00:00	1.14875	1.15086	1.14869	1.15053	1246	0	9
2025.06.11	23:00:00	1.15055	1.15128	1.15039	1.15096	2012	0	9
2025.06.12	00:00:00	1.15096	1.15263	1.15014	1.15208	3221	0	9
2025.06.12	01:00:00	1.15209	1.15289	1.15144	1.15184	3263	0	9
2025.06.12	02:00:00	1.15182	1.15187	1.15063	1.15109	2193	0	9
2025.06.12	03:00:00	1.15108	1.15216	1.15100	1.15192	1842	0	9
2025.06.12	04:00:00	1.15190	1.15192	1.15118	1.15148	1526	0	9
2025.06.12	05:00:00	1.15148	1.15325	1.15104	1.15274	2102	0	9
2025.06.12	06:00:00	1.15272	1.15311	1.15111	1.15216	3819	0	9
2025.06.12	07:00:00	1.15218	1.15275	1.15053	1.15260	4409	0	9
2025.06.12	08:00:00	1.15257	1.15470	1.15226	1.15437	4310	0	9
2025.06.12	09:00:00	1.15435	1.15883	1.15396	1.15717	5292	0	9
2025.06.12	10:00:00	1.15719	1.16106	1.15666	1.15924	7312	0	9
2025.06.12	11:00:00	1.15924	1.16062	1.15838	1.15893	5174	0	9
2025.06.12	12:00:00	1.15895	1.16314	1.15878	1.16096	6799	0	9
2025.06.12	13:00:00	1.16094	1.16168	1.15791	1.15842	5890	0	9
2025.06.12	14:00:00	1.15845	1.15898	1.15786	1.15818	4659	0	9
2025.06.12	15:00:00	1.15815	1.15848	1.15672	1.15767	4668	0	9
2025.06.12	16:00:00	1.15767	1.15791	1.15666	1.15758	3474	0	9
2025.06.12	17:00:00	1.15755	1.15778	1.15635	1.15746	2284	0	9
2025.06.12	18:00:00	1.15745	1.15803	1.15694	1.15771	1726	0	9
2025.06.12	19:00:00	1.15772	1.15803	1.15745	1.15758	1538	0	9
2025.06.12	20:00:00	1.15761	1.15874	1.15751	1.15838	1107	0	9
2025.06.12	21:00:00	1.15836	1.15866	1.15800	1.15864	764	0	13
2025.06.12	22:00:00	1.15877	1.15924	1.15869	1.15894	858	0	9
2025.06.12	23:00:00	1.15896	1.16092	1.15863	1.16089	1308	0	9
2025.06.13	00:00:00	1.16087	1.16142	1.15392	1.15583	12313	0	9
2025.06.13	01:00:00	1.15583	1.15598	1.15369	1.15483	6548	0	9
2025.06.13	02:00:00	1.15482	1.15580	1.15368	1.15446	4259	0	9
2025.06.13	03:00:00	1.15447	1.15456	1.15273	1.15368	3698	0	9
2025.06.13	04:00:00	1.15369	1.15404	1.15138	1.15248	2853	0	9
2025.06.13	05:00:00	1.15250	1.15365	1.15114	1.15288	3399	0	9
2025.06.13	06:00:00	1.15292	1.15459	1.15237	1.15417	6234	0	9
2025.06.13	07:00:00	1.15418	1.15603	1.15347	1.15353	5396	0	9
2025.06.13	08:00:00	1.15350	1.15469	1.15252	1.15284	3931	0	9
2025.06.13	09:00:00	1.15282	1.15354	1.15181	1.15233	4213	0	9
2025.06.13	10:00:00	1.15231	1.15293	1.14884	1.15041	5203	0	9
2025.06.13	11:00:00	1.15044	1.15106	1.14900	1.15096	4898	0	9
